% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
74585 +3.613772647e-01 +3.613772647e-01 +2.675213773e+02 +2.671600000e+02 -2.6727e+00 -3.7010e+00 -3.6240e+00 -1.7247e+00 +3.3894e+00 -2.0926e+00 +1.0106e+00 -2.0496e+00 -3.6293e+00 +1.6145e+00 -2.0238e+00 +6.4891e-01 +5.6536e-01 -2.1764e+00 -2.9188e+00 +8.5569e-01 -9.5704e-01 +2.4196e+00 +4.3425e-01 -2.2841e+00
75533 +2.011188655e-01 +2.011188655e-01 +2.673611189e+02 +2.671600000e+02 -2.9882e+00 -3.7010e+00 -3.2553e+00 -2.0984e+00 +3.3427e+00 -1.7093e+00 +1.1482e+00 -2.0496e+00 -3.6695e+00 +1.6145e+00 -2.0238e+00 +4.6423e-01 +5.6536e-01 -2.0126e+00 -2.9188e+00 +8.5569e-01 -9.5704e-01 +2.4196e+00 +4.3425e-01 -2.2443e+00
76856 +1.510365324e-01 +1.510365324e-01 +2.673110365e+02 +2.671600000e+02 -2.9882e+00 -3.7010e+00 -3.3260e+00 -1.7247e+00 +3.3331e+00 -1.6561e+00 +1.0648e+00 -2.1534e+00 -3.6695e+00 +1.6145e+00 -2.0238e+00 +4.6423e-01 +1.9753e-01 -2.1764e+00 -2.9188e+00 +8.5569e-01 -9.5704e-01 +2.4196e+00 +4.3425e-01 -2.2443e+00
78375 +9.581865566e-02 +9.581865566e-02 +2.672558187e+02 +2.671600000e+02 -2.9882e+00 -3.7010e+00 -3.4226e+00 -1.8435e+00 +3.3427e+00 -1.7093e+00 +1.0648e+00 -2.1534e+00 -3.6695e+00 +1.6145e+00 -2.0238e+00 +4.6423e-01 +2.1156e-01 -2.1764e+00 -2.9188e+00 +8.5569e-01 -9.5704e-01 +2.4196e+00 +4.3425e-01 -2.2383e+00
79147 +6.273206751e-02 +6.273206751e-02 +2.672227321e+02 +2.671600000e+02 -2.9882e+00 -3.7010e+00 -3.4226e+00 -1.8435e+00 +3.3427e+00 -1.7093e+00 +1.0648e+00 -2.1534e+00 -3.6695e+00 +1.6145e+00 -2.0238e+00 +3.9655e-01 +4.0231e-01 -2.0126e+00 -2.9188e+00 +8.5569e-01 -9.5704e-01 +2.4196e+00 +4.3425e-01 -2.2841e+00
83949 +2.666544668e-02 +2.666544668e-02 +2.671866654e+02 +2.671600000e+02 -2.9149e+00 -3.7010e+00 -3.4226e+00 -1.8435e+00 +3.3427e+00 -1.7093e+00 +1.0648e+00 -2.1534e+00 -3.6626e+00 +1.6145e+00 -2.1997e+00 +4.6423e-01 +4.0231e-01 -2.0126e+00 -2.9188e+00 +8.5569e-01 -9.2276e-01 +2.4818e+00 +4.3425e-01 -2.2841e+00
92402 +2.320312551e-02 +2.320312551e-02 +2.671832031e+02 +2.671600000e+02 -2.9145e+00 -3.6513e+00 -3.4937e+00 -1.9116e+00 +3.3827e+00 -1.8321e+00 +1.1024e+00 -2.2142e+00 -3.6128e+00 +1.5943e+00 -2.2154e+00 +4.7128e-01 +3.1370e-01 -2.0501e+00 -2.8679e+00 +8.9273e-01 -9.4421e-01 +2.5028e+00 +3.9812e-01 -2.2981e+00
152860 +1.558829692e-02 +1.558829692e-02 +2.671755883e+02 +2.671600000e+02 -2.9149e+00 -3.6573e+00 -3.4226e+00 -1.8435e+00 +3.3427e+00 -1.7093e+00 +1.0912e+00 -2.1534e+00 -3.6257e+00 +1.5686e+00 -2.2278e+00 +4.6423e-01 +3.7618e-01 -2.0126e+00 -2.9188e+00 +8.5569e-01 -9.2032e-01 +2.4818e+00 +4.5936e-01 -2.2841e+00
154203 +9.869603459e-03 +9.869603459e-03 +2.671698696e+02 +2.671600000e+02 -2.9149e+00 -3.6313e+00 -3.4226e+00 -1.8435e+00 +3.3427e+00 -1.7951e+00 +1.0912e+00 -2.1534e+00 -3.6257e+00 +1.5781e+00 -2.2131e+00 +4.6423e-01 +4.0231e-01 -2.0126e+00 -2.9188e+00 +8.5569e-01 -9.2032e-01 +2.4818e+00 +4.4398e-01 -2.2841e+00
156736 +6.021184455e-03 +6.021184455e-03 +2.671660212e+02 +2.671600000e+02 -2.9149e+00 -3.6313e+00 -3.4798e+00 -1.8435e+00 +3.3427e+00 -1.7951e+00 +1.0912e+00 -2.1534e+00 -3.6257e+00 +1.5781e+00 -2.1891e+00 +4.6423e-01 +3.7618e-01 -2.0126e+00 -2.9188e+00 +8.5569e-01 -9.2032e-01 +2.4818e+00 +4.3425e-01 -2.2841e+00
226656 +3.768636795e-03 +3.768636795e-03 +2.671637686e+02 +2.671600000e+02 -2.9149e+00 -3.6313e+00 -3.4798e+00 -1.8703e+00 +3.3427e+00 -1.7951e+00 +1.1057e+00 -2.1534e+00 -3.6257e+00 +1.5686e+00 -2.1891e+00 +4.6423e-01 +3.7618e-01 -2.0126e+00 -2.9188e+00 +8.5569e-01 -9.2032e-01 +2.4710e+00 +4.4398e-01 -2.2841e+00
232541 +2.123036719e-03 +2.123036719e-03 +2.671621230e+02 +2.671600000e+02 -2.9149e+00 -3.6313e+00 -3.4798e+00 -1.8703e+00 +3.3427e+00 -1.7951e+00 +1.1131e+00 -2.1610e+00 -3.6257e+00 +1.5686e+00 -2.1738e+00 +4.6423e-01 +3.5419e-01 -2.0524e+00 -2.9188e+00 +8.5569e-01 -9.2032e-01 +2.4710e+00 +4.4398e-01 -2.2701e+00
309087 +1.563035332e-03 +1.563035332e-03 +2.671615630e+02 +2.671600000e+02 -2.9149e+00 -3.6313e+00 -3.4798e+00 -1.8703e+00 +3.3427e+00 -1.7951e+00 +1.1057e+00 -2.1610e+00 -3.6059e+00 +1.5686e+00 -2.1738e+00 +4.6423e-01 +3.5419e-01 -2.0500e+00 -2.9188e+00 +8.5569e-01 -9.2032e-01 +2.4710e+00 +4.4398e-01 -2.2701e+00
369676 +9.753599452e-04 +9.753599452e-04 +2.671609754e+02 +2.671600000e+02 -2.9346e+00 -3.6313e+00 -3.4678e+00 -1.8688e+00 +3.3427e+00 -1.7951e+00 +1.1068e+00 -2.1815e+00 -3.6006e+00 +1.5650e+00 -2.1738e+00 +4.6423e-01 +3.6988e-01 -2.0484e+00 -2.9150e+00 +8.4141e-01 -9.1726e-01 +2.4732e+00 +4.5936e-01 -2.2686e+00
398991 +5.524664339e-04 +5.524664339e-04 +2.671605525e+02 +2.671600000e+02 -2.9368e+00 -3.6347e+00 -3.4684e+00 -1.8693e+00 +3.3554e+00 -1.7853e+00 +1.1069e+00 -2.1635e+00 -3.6099e+00 +1.5540e+00 -2.1832e+00 +4.6645e-01 +3.5970e-01 -2.0500e+00 -2.8946e+00 +8.4317e-01 -9.0961e-01 +2.4700e+00 +4.4790e-01 -2.2695e+00
402618 +3.949501279e-04 +3.949501279e-04 +2.671603950e+02 +2.671600000e+02 -2.9368e+00 -3.6347e+00 -3.4684e+00 -1.8693e+00 +3.3554e+00 -1.7853e+00 +1.1095e+00 -2.1635e+00 -3.6099e+00 +1.5540e+00 -2.1832e+00 +4.6645e-01 +3.5970e-01 -2.0441e+00 -2.9106e+00 +8.4317e-01 -9.0961e-01 +2.4700e+00 +4.4790e-01 -2.2695e+00
476457 +2.503462275e-04 +2.503462275e-04 +2.671602503e+02 +2.671600000e+02 -2.9318e+00 -3.6347e+00 -3.4684e+00 -1.8693e+00 +3.3543e+00 -1.7853e+00 +1.1069e+00 -2.1635e+00 -3.6099e+00 +1.5600e+00 -2.1832e+00 +4.6645e-01 +3.5970e-01 -2.0441e+00 -2.9106e+00 +8.4317e-01 -9.0961e-01 +2.4611e+00 +4.4790e-01 -2.2695e+00
552495 +1.567846415e-04 +1.567846415e-04 +2.671601568e+02 +2.671600000e+02 -2.9318e+00 -3.6347e+00 -3.4684e+00 -1.8774e+00 +3.3543e+00 -1.7853e+00 +1.1069e+00 -2.1635e+00 -3.6099e+00 +1.5600e+00 -2.1816e+00 +4.6645e-01 +3.5970e-01 -2.0441e+00 -2.9106e+00 +8.4317e-01 -9.0961e-01 +2.4611e+00 +4.4972e-01 -2.2695e+00
629544 +9.853942879e-05 +9.853942879e-05 +2.671600985e+02 +2.671600000e+02 -2.9318e+00 -3.6347e+00 -3.4684e+00 -1.8774e+00 +3.3543e+00 -1.7853e+00 +1.1069e+00 -2.1726e+00 -3.6025e+00 +1.5600e+00 -2.1738e+00 +4.6645e-01 +3.5970e-01 -2.0441e+00 -2.9106e+00 +8.4317e-01 -9.0961e-01 +2.4611e+00 +4.4972e-01 -2.2695e+00
657960 +4.947748084e-05 +4.947748084e-05 +2.671600495e+02 +2.671600000e+02 -2.9302e+00 -3.6361e+00 -3.4678e+00 -1.8777e+00 +3.3564e+00 -1.7878e+00 +1.1068e+00 -2.1704e+00 -3.6006e+00 +1.5608e+00 -2.1786e+00 +4.6718e-01 +3.6387e-01 -2.0445e+00 -2.9073e+00 +8.4783e-01 -9.0629e-01 +2.4615e+00 +4.5177e-01 -2.2686e+00
773350 +3.858238682e-05 +3.858238682e-05 +2.671600386e+02 +2.671600000e+02 -2.9302e+00 -3.6361e+00 -3.4678e+00 -1.8777e+00 +3.3564e+00 -1.7841e+00 +1.1089e+00 -2.1680e+00 -3.6006e+00 +1.5608e+00 -2.1786e+00 +4.6718e-01 +3.6387e-01 -2.0472e+00 -2.9073e+00 +8.4783e-01 -9.0629e-01 +2.4615e+00 +4.5177e-01 -2.2686e+00
854762 +2.239106476e-05 +2.239106476e-05 +2.671600224e+02 +2.671600000e+02 -2.9302e+00 -3.6361e+00 -3.4678e+00 -1.8777e+00 +3.3553e+00 -1.7853e+00 +1.1089e+00 -2.1680e+00 -3.6006e+00 +1.5608e+00 -2.1786e+00 +4.6718e-01 +3.6387e-01 -2.0445e+00 -2.9073e+00 +8.4477e-01 -9.0781e-01 +2.4615e+00 +4.5177e-01 -2.2686e+00
960887 +1.420060244e-05 +1.420060244e-05 +2.671600142e+02 +2.671600000e+02 -2.9302e+00 -3.6376e+00 -3.4669e+00 -1.8783e+00 +3.3543e+00 -1.7853e+00 +1.1092e+00 -2.1693e+00 -3.6029e+00 +1.5600e+00 -2.1786e+00 +4.6718e-01 +3.6387e-01 -2.0445e+00 -2.9073e+00 +8.4399e-01 -9.0699e-01 +2.4615e+00 +4.5177e-01 -2.2723e+00
962864 +9.776346928e-06 +9.776346928e-06 +2.671600098e+02 +2.671600000e+02 -2.9302e+00 -3.6361e+00 -3.4662e+00 -1.8774e+00 +3.3543e+00 -1.7853e+00 +1.1092e+00 -2.1693e+00 -3.6029e+00 +1.5600e+00 -2.1786e+00 +4.6718e-01 +3.6387e-01 -2.0445e+00 -2.9073e+00 +8.4399e-01 -9.0699e-01 +2.4615e+00 +4.5177e-01 -2.2695e+00
968487 +6.274399937e-06 +6.274399937e-06 +2.671600063e+02 +2.671600000e+02 -2.9302e+00 -3.6361e+00 -3.4662e+00 -1.8777e+00 +3.3543e+00 -1.7853e+00 +1.1092e+00 -2.1693e+00 -3.6029e+00 +1.5600e+00 -2.1786e+00 +4.6718e-01 +3.6387e-01 -2.0464e+00 -2.9073e+00 +8.4399e-01 -9.0699e-01 +2.4615e+00 +4.5177e-01 -2.2695e+00
1323274 +3.821222492e-06 +3.821222492e-06 +2.671600038e+02 +2.671600000e+02 -2.9302e+00 -3.6361e+00 -3.4662e+00 -1.8777e+00 +3.3543e+00 -1.7853e+00 +1.1092e+00 -2.1693e+00 -3.6025e+00 +1.5600e+00 -2.1786e+00 +4.6718e-01 +3.6387e-01 -2.0463e+00 -2.9073e+00 +8.4477e-01 -9.0781e-01 +2.4615e+00 +4.5177e-01 -2.2699e+00
1604780 +2.355181778e-06 +2.355181778e-06 +2.671600024e+02 +2.671600000e+02 -2.9293e+00 -3.6361e+00 -3.4658e+00 -1.8777e+00 +3.3543e+00 -1.7853e+00 +1.1089e+00 -2.1693e+00 -3.6025e+00 +1.5600e+00 -2.1786e+00 +4.6718e-01 +3.6337e-01 -2.0463e+00 -2.9073e+00 +8.4477e-01 -9.0781e-01 +2.4615e+00 +4.5177e-01 -2.2701e+00
% function evaluation | noise-free fitness - Fopt (3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.525714781e+02 +1.525714781e+02 +1.562814781e+02 +3.710000000e+00 +3.9387e+00 -1.4162e+00 +3.6952e+00 -2.1198e+00 +3.0527e+00 -2.4861e+00 -1.9591e+00 -1.8304e-01 +3.2150e+00 -1.7041e+00 +4.3121e+00 +1.6630e+00 +3.7730e+00 +1.1025e+00 -2.8563e+00 -2.5670e+00 +2.3669e+00 +1.9606e-02 -7.7731e-03 -2.6419e+00
197 +9.708612394e+01 +9.708612394e+01 +1.007961239e+02 +3.710000000e+00 +2.2063e+00 +1.8099e+00 +3.2123e+00 -2.1572e+00 +1.9070e+00 -8.1685e-01 -1.2554e+00 +9.4373e-01 +2.5494e+00 +4.9278e-03 +1.6106e-01 -3.9383e+00 -4.2987e+00 -3.0651e+00 -2.0147e+00 -1.3361e+00 -1.8032e+00 -4.9784e+00 -3.1481e+00 +2.0785e+00
1180 +4.958916805e+01 +4.958916805e+01 +5.329916805e+01 +3.710000000e+00 +3.0912e+00 -4.4004e+00 +2.0934e+00 -7.1544e-01 +3.5313e+00 +1.5989e+00 -2.8122e+00 +9.4373e-01 +2.5494e+00 +4.9278e-03 -1.7576e+00 -9.2165e-01 -1.5919e+00 -1.9694e+00 -2.8575e-01 -4.3194e+00 -2.2471e+00 -9.2062e-01 -1.3213e+00 +2.3476e+00
1763 +3.701923142e+01 +3.701923142e+01 +4.072923142e+01 +3.710000000e+00 +3.7236e+00 +2.4347e-01 +7.9041e-01 -8.0522e-01 -3.9531e-01 +1.5989e+00 -6.5855e-01 +4.2841e+00 +4.9778e-01 +3.6412e-01 -3.8706e-01 -2.4722e+00 -1.8794e+00 -1.7020e+00 -3.2802e+00 -4.7768e+00 -2.4726e+00 -4.0253e+00 -2.4326e+00 -2.1566e+00
2742 +1.993252482e+01 +1.993252482e+01 +2.364252482e+01 +3.710000000e+00 +4.0280e+00 -1.5929e+00 +2.6209e-01 -3.1014e+00 -3.9531e-01 +1.5989e+00 -6.5855e-01 +4.3544e+00 +4.9778e-01 +3.6412e-01 -7.1447e-01 -2.4722e+00 -1.8794e+00 -1.7020e+00 -3.2802e+00 -3.6107e+00 -1.2586e+00 -2.2121e+00 -1.8601e+00 -3.1258e-01
3127 +1.387369139e+01 +1.387369139e+01 +1.758369139e+01 +3.710000000e+00 +3.7236e+00 -2.7072e+00 +2.6209e-01 -1.3659e+00 +1.0436e+00 +1.5989e+00 -1.1305e+00 +4.3544e+00 +4.9778e-01 +3.6412e-01 -3.8706e-01 -2.4722e+00 -1.8794e+00 -3.4730e-01 -2.3396e+00 -3.5285e+00 -5.7981e-01 -3.3343e+00 -4.6550e+00 -2.1566e+00
4479 +9.444532051e+00 +9.444532051e+00 +1.315453205e+01 +3.710000000e+00 +3.5611e+00 -3.1323e+00 +2.0152e-01 -1.9081e+00 +1.0436e+00 +1.5989e+00 -6.5855e-01 +3.8187e+00 +4.9778e-01 -5.1885e-01 -3.8706e-01 -2.4722e+00 -1.0051e+00 -1.1813e+00 -2.7299e+00 -4.1599e+00 -1.7842e+00 -1.0454e+00 -2.6110e+00 -1.8797e+00
5653 +5.125809686e+00 +5.125809686e+00 +8.835809686e+00 +3.710000000e+00 +4.1087e+00 -2.7072e+00 +2.0152e-01 -1.9081e+00 +1.0436e+00 +1.5989e+00 -1.5294e+00 +3.7802e+00 +1.3001e+00 -1.3965e+00 -3.8706e-01 -2.4722e+00 -5.1417e-01 -3.4730e-01 -2.3396e+00 -3.5285e+00 -2.0948e+00 -2.1466e+00 -4.0217e+00 -9.5987e-01
6431 +3.501917731e+00 +3.501917731e+00 +7.211917731e+00 +3.710000000e+00 +3.7236e+00 -2.8749e+00 +2.0152e-01 -1.9081e+00 +1.0436e+00 +1.5989e+00 -1.5294e+00 +3.7802e+00 +1.3001e+00 -6.1294e-01 -1.2372e+00 -2.5530e+00 -5.2708e-01 -3.4730e-01 -2.7299e+00 -3.7280e+00 -8.6581e-01 -2.1466e+00 -2.6110e+00 -9.9932e-01
7015 +2.197293392e+00 +2.197293392e+00 +5.907293392e+00 +3.710000000e+00 +3.7324e+00 -3.1323e+00 +2.0152e-01 -1.9081e+00 +1.0436e+00 +1.5989e+00 -1.5294e+00 +3.7802e+00 +1.3001e+00 -5.1885e-01 -1.2372e+00 -2.8172e+00 -5.2708e-01 -3.4730e-01 -2.3396e+00 -3.5285e+00 -8.0301e-01 -2.1466e+00 -3.4516e+00 -9.5987e-01
8385 +1.473758680e+00 +1.473758680e+00 +5.183758680e+00 +3.710000000e+00 +4.1087e+00 -3.1323e+00 +1.0538e+00 -1.9081e+00 +1.0436e+00 +1.5989e+00 -1.2327e+00 +2.9449e+00 +1.4651e+00 -6.1294e-01 -7.1447e-01 -2.7147e+00 -1.0051e+00 -2.4287e-02 -1.7308e+00 -4.1599e+00 -8.0301e-01 -2.1466e+00 -3.4516e+00 -1.0890e+00
9171 +9.274894326e-01 +9.274894326e-01 +4.637489433e+00 +3.710000000e+00 +3.7691e+00 -3.1323e+00 +5.1520e-01 -1.9081e+00 +6.2560e-01 +1.5989e+00 -1.5294e+00 +3.2621e+00 +1.3001e+00 -5.1885e-01 -1.2372e+00 -2.7147e+00 -8.3349e-01 -2.4287e-02 -1.7308e+00 -3.8595e+00 -8.0301e-01 -2.1466e+00 -3.4516e+00 -9.5987e-01
18795 +5.376284837e-01 +5.376284837e-01 +4.247628484e+00 +3.710000000e+00 +3.7451e+00 -3.1966e+00 +6.8291e-01 -1.8387e+00 +3.9830e-01 +1.3305e+00 -1.9944e+00 +3.3464e+00 +1.7186e+00 -1.0496e+00 -1.1225e+00 -3.0815e+00 -1.1065e+00 -3.8300e-01 -1.6190e+00 -3.6306e+00 -8.3005e-01 -1.8862e+00 -3.2474e+00 -8.5467e-01
38199 +3.681658581e-01 +3.681658581e-01 +4.078165858e+00 +3.710000000e+00 +3.6866e+00 -3.2159e+00 +8.4465e-01 -2.0194e+00 +5.7374e-01 +1.4847e+00 -1.8420e+00 +3.1016e+00 +1.7619e+00 -7.8387e-01 -1.1724e+00 -2.5940e+00 -9.5917e-01 -3.6785e-01 -1.7334e+00 -3.6812e+00 -9.8644e-01 -1.9696e+00 -3.2670e+00 -8.6662e-01
57154 +2.440809437e-01 +2.440809437e-01 +3.954080944e+00 +3.710000000e+00 +3.9923e+00 -3.2354e+00 +7.7091e-01 -2.0005e+00 +7.5717e-01 +1.4649e+00 -1.8034e+00 +3.2661e+00 +1.8784e+00 -6.6947e-01 -1.1876e+00 -2.9472e+00 -7.2602e-01 -1.8539e-01 -1.6581e+00 -3.8834e+00 -1.0877e+00 -1.3915e+00 -3.3010e+00 -1.1074e+00
77490 +1.554686398e-01 +1.554686398e-01 +3.865468640e+00 +3.710000000e+00 +3.9731e+00 -3.2354e+00 +7.7091e-01 -2.1312e+00 +6.6929e-01 +1.4322e+00 -1.8034e+00 +3.2484e+00 +1.8784e+00 -6.7091e-01 -1.2655e+00 -3.0935e+00 -9.6758e-01 -1.8539e-01 -1.8606e+00 -3.8989e+00 -1.0877e+00 -1.8851e+00 -3.3010e+00 -1.0535e+00
79024 +9.020653399e-02 +9.020653399e-02 +3.800206534e+00 +3.710000000e+00 +3.9731e+00 -3.2354e+00 +7.7091e-01 -1.9773e+00 +5.7643e-01 +1.3950e+00 -1.7988e+00 +3.1761e+00 +1.8740e+00 -7.3708e-01 -1.1821e+00 -2.9472e+00 -9.6758e-01 -1.8539e-01 -1.8606e+00 -3.8989e+00 -1.0877e+00 -1.5979e+00 -3.3010e+00 -1.0069e+00
80229 +5.469445237e-02 +5.469445237e-02 +3.764694452e+00 +3.710000000e+00 +3.9731e+00 -3.2354e+00 +7.7091e-01 -1.9773e+00 +5.7643e-01 +1.4649e+00 -1.7988e+00 +3.1761e+00 +1.7910e+00 -7.3708e-01 -1.1456e+00 -2.9472e+00 -9.6758e-01 -1.8539e-01 -1.8606e+00 -3.8834e+00 -8.8564e-01 -1.6476e+00 -3.3010e+00 -1.0535e+00
83155 +3.761820068e-02 +3.761820068e-02 +3.747618201e+00 +3.710000000e+00 +3.9731e+00 -3.2354e+00 +7.7091e-01 -1.9773e+00 +6.2000e-01 +1.4649e+00 -1.8034e+00 +3.1761e+00 +1.7910e+00 -7.3708e-01 -1.1456e+00 -2.9472e+00 -9.6758e-01 -1.8539e-01 -1.8606e+00 -3.8834e+00 -9.6847e-01 -1.6476e+00 -3.4124e+00 -1.0535e+00
85045 +2.435452862e-02 +2.435452862e-02 +3.734354529e+00 +3.710000000e+00 +3.9731e+00 -3.2354e+00 +7.7091e-01 -2.0566e+00 +6.2000e-01 +1.4649e+00 -1.8323e+00 +3.1761e+00 +1.7910e+00 -7.6346e-01 -1.1456e+00 -2.9472e+00 -9.1019e-01 -1.8539e-01 -1.7094e+00 -3.8834e+00 -9.6847e-01 -1.6476e+00 -3.4124e+00 -1.0535e+00
147396 +1.582881448e-02 +1.582881448e-02 +3.725828814e+00 +3.710000000e+00 +3.9271e+00 -3.2271e+00 +8.3589e-01 -2.0057e+00 +6.4890e-01 +1.4533e+00 -1.8455e+00 +3.1369e+00 +1.8282e+00 -7.7500e-01 -1.1225e+00 -2.9324e+00 -8.6875e-01 -2.6887e-01 -1.7409e+00 -3.8475e+00 -9.5523e-01 -1.7145e+00 -3.3617e+00 -1.0016e+00
151875 +9.372395094e-03 +9.372395094e-03 +3.719372395e+00 +3.710000000e+00 +3.9731e+00 -3.2354e+00 +8.1263e-01 -2.0566e+00 +6.2000e-01 +1.4649e+00 -1.8323e+00 +3.1761e+00 +1.7910e+00 -7.6346e-01 -1.1456e+00 -2.9472e+00 -9.1019e-01 -2.4205e-01 -1.7420e+00 -3.8834e+00 -9.6847e-01 -1.7472e+00 -3.4124e+00 -1.0535e+00
154786 +6.143248039e-03 +6.143248039e-03 +3.716143248e+00 +3.710000000e+00 +3.9731e+00 -3.2354e+00 +7.9386e-01 -2.0566e+00 +6.2000e-01 +1.4649e+00 -1.8323e+00 +3.1832e+00 +1.7910e+00 -7.6346e-01 -1.1456e+00 -2.9472e+00 -8.9690e-01 -2.4205e-01 -1.7595e+00 -3.8520e+00 -9.6847e-01 -1.7472e+00 -3.4041e+00 -1.0535e+00
221985 +3.856777915e-03 +3.856777915e-03 +3.713856778e+00 +3.710000000e+00 +3.9731e+00 -3.2271e+00 +8.3589e-01 -2.0057e+00 +6.4890e-01 +1.4533e+00 -1.8323e+00 +3.1761e+00 +1.7910e+00 -7.7500e-01 -1.1456e+00 -2.9324e+00 -9.0572e-01 -2.6887e-01 -1.7741e+00 -3.8475e+00 -9.5523e-01 -1.7098e+00 -3.4124e+00 -1.0535e+00
223780 +2.442922820e-03 +2.442922820e-03 +3.712442923e+00 +3.710000000e+00 +3.9731e+00 -3.2271e+00 +8.3589e-01 -2.0281e+00 +6.4890e-01 +1.4533e+00 -1.8396e+00 +3.1900e+00 +1.7910e+00 -7.7500e-01 -1.1456e+00 -2.9324e+00 -9.0572e-01 -2.6887e-01 -1.7741e+00 -3.8475e+00 -9.5523e-01 -1.7145e+00 -3.4041e+00 -1.0535e+00
270447 +1.511536242e-03 +1.511536242e-03 +3.711511536e+00 +3.710000000e+00 +3.9914e+00 -3.2126e+00 +8.2881e-01 -2.0194e+00 +6.5036e-01 +1.4387e+00 -1.8420e+00 +3.2040e+00 +1.7757e+00 -7.9354e-01 -1.1456e+00 -2.9311e+00 -8.8648e-01 -2.5894e-01 -1.7784e+00 -3.8416e+00 -9.4720e-01 -1.7091e+00 -3.3858e+00 -1.0332e+00
308412 +9.236969626e-04 +9.236969626e-04 +3.710923697e+00 +3.710000000e+00 +3.9731e+00 -3.2271e+00 +8.1606e-01 -2.0281e+00 +6.3642e-01 +1.4533e+00 -1.8396e+00 +3.1900e+00 +1.7910e+00 -7.9617e-01 -1.1456e+00 -2.9324e+00 -9.0572e-01 -2.5233e-01 -1.7741e+00 -3.8475e+00 -9.5523e-01 -1.7145e+00 -3.4041e+00 -1.0408e+00
382494 +5.704234274e-04 +5.704234274e-04 +3.710570423e+00 +3.710000000e+00 +3.9731e+00 -3.2271e+00 +8.1606e-01 -2.0281e+00 +6.3642e-01 +1.4484e+00 -1.8396e+00 +3.1900e+00 +1.7910e+00 -7.9617e-01 -1.1456e+00 -2.9324e+00 -8.9121e-01 -2.5233e-01 -1.7741e+00 -3.8250e+00 -9.5523e-01 -1.7145e+00 -3.4041e+00 -1.0408e+00
411005 +3.644183942e-04 +3.644183942e-04 +3.710364418e+00 +3.710000000e+00 +3.9820e+00 -3.2138e+00 +8.1756e-01 -2.0325e+00 +6.4230e-01 +1.4426e+00 -1.8453e+00 +3.1897e+00 +1.7838e+00 -7.9780e-01 -1.1456e+00 -2.9286e+00 -8.9352e-01 -2.5860e-01 -1.7762e+00 -3.8381e+00 -9.5646e-01 -1.7197e+00 -3.3982e+00 -1.0378e+00
504784 +2.384021114e-04 +2.384021114e-04 +3.710238402e+00 +3.710000000e+00 +3.9820e+00 -3.2204e+00 +8.1873e-01 -2.0325e+00 +6.4230e-01 +1.4426e+00 -1.8404e+00 +3.2013e+00 +1.7838e+00 -7.9854e-01 -1.1456e+00 -2.9286e+00 -8.9601e-01 -2.4230e-01 -1.7791e+00 -3.8292e+00 -9.5646e-01 -1.7256e+00 -3.3982e+00 -1.0378e+00
541051 +1.503754992e-04 +1.503754992e-04 +3.710150375e+00 +3.710000000e+00 +3.9774e+00 -3.2204e+00 +8.1756e-01 -2.0331e+00 +6.3997e-01 +1.4450e+00 -1.8420e+00 +3.1942e+00 +1.7822e+00 -7.9925e-01 -1.1469e+00 -2.9431e+00 -9.0224e-01 -2.4650e-01 -1.7782e+00 -3.8290e+00 -9.5765e-01 -1.7233e+00 -3.3970e+00 -1.0392e+00
680916 +8.236076124e-05 +8.236076124e-05 +3.710082361e+00 +3.710000000e+00 +3.9774e+00 -3.2176e+00 +8.1982e-01 -2.0325e+00 +6.3901e-01 +1.4432e+00 -1.8420e+00 +3.1990e+00 +1.7878e+00 -8.0147e-01 -1.1469e+00 -2.9319e+00 -9.0224e-01 -2.4650e-01 -1.7782e+00 -3.8306e+00 -9.5765e-01 -1.7233e+00 -3.3941e+00 -1.0392e+00
686946 +6.229264025e-05 +6.229264025e-05 +3.710062293e+00 +3.710000000e+00 +3.9774e+00 -3.2176e+00 +8.1982e-01 -2.0325e+00 +6.3758e-01 +1.4432e+00 -1.8420e+00 +3.1986e+00 +1.7878e+00 -8.0147e-01 -1.1469e+00 -2.9319e+00 -9.0224e-01 -2.4946e-01 -1.7782e+00 -3.8306e+00 -9.5765e-01 -1.7233e+00 -3.3941e+00 -1.0392e+00
827780 +3.874499221e-05 +3.874499221e-05 +3.710038745e+00 +3.710000000e+00 +3.9774e+00 -3.2176e+00 +8.1982e-01 -2.0325e+00 +6.3758e-01 +1.4432e+00 -1.8420e+00 +3.1986e+00 +1.7822e+00 -7.9925e-01 -1.1456e+00 -2.9324e+00 -8.9998e-01 -2.4946e-01 -1.7782e+00 -3.8306e+00 -9.5765e-01 -1.7233e+00 -3.3941e+00 -1.0392e+00
836199 +2.156935785e-05 +2.156935785e-05 +3.710021569e+00 +3.710000000e+00 +3.9774e+00 -3.2176e+00 +8.1982e-01 -2.0325e+00 +6.3758e-01 +1.4416e+00 -1.8420e+00 +3.1963e+00 +1.7822e+00 -7.9925e-01 -1.1469e+00 -2.9348e+00 -8.9998e-01 -2.4946e-01 -1.7782e+00 -3.8306e+00 -9.5765e-01 -1.7233e+00 -3.3941e+00 -1.0392e+00
